Year,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthlemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,World,Yemen,Zambia,Zimbabwe
0,1999997.0,14807660.0,198405.0,1999499.0,1.0,1219.0,62820.0,233.0,1887.0,100001.0,44914.0,,165500557.0,250005.0,500000.0,96163.0,1148.0,4456.0,3264004.0,7.0,95999.0,300085.0,1866.0,422976.0,,390.0,300330.0,,239999.0,29676.0,6295920.0,,78.0,500000.0,202004.0,10381.0,499643.0,185925.0,49527.0,,,130646.0,171941.0,,199994.0,57713916.0,1199813.0,,34626.0,,122006.0,132416.0,359999.0,2246.0,,152490.0,714260.0,273973.0,200000.0,8269.0,47.0,7036.0,199857.0,4000002.0,24874.0,19090.0,28853.0,29002.0,5111.0,471393.0,32206803.0,120.0,,10479.0,19999.0,4938642.0,416.0,,19802.0,450.0,117469.0,2999994.0,231436.0,,1999999.0,,4907.0,13027.0,,149559.0,121688.0,10851.0,5368.0,456.0,38402.0,257665.0,300000.0,8507.0,74996152.0,2000000.0,4000017.0,999999.0,229706.0,,458737.0,7459086.0,8.0,300000.0,132265.0,506730.0,100663.0,,52609.0,132440.0,100359.0,39841.0,593297.0,8419.0,139410.0,400000.0,5181.0,46449.0,45668.0,,390.0,26525.0,7023.0,,223276.0,1073.0,,2.0,53190.0,,,7499944.0,,52400.0,,299745.0,,,1000632.0,62358.0,1000000.0,44778.0,,1000287.0,214262.0,,3579.0,,88142.0,169467.0,500565.0,,8717223.0,100339.0,120000.0,,99999.0,865493.0,152491.0,2889996.0,,,40529.0,600470.0,16634.0,1499744.0,99977.0,499999.0,412924.0,10.0,4502.0,,799999.0,1209910.0,9582.0,,,,348.0,,,,8.0,,144.0,999878.0,12677.0,660000.0,,1302.0,1.0,,277768.0,133648.0,3.0,200149.0,92550.0,10025948.0,100455.0,,4599994.0,300000.0,2000092.0,3955.0,,200000.0,297608.0,1552812.0,99087.0,115166.0,149926.0,504987.0,3608.0,55328.0,,933.0,,800000.0,6000014.0,92132.0,,,100663.0,461528.0,23636.0,781041.0,671012.0,,4890.0,477938.0,15.0,,199026.0,399714.0,,,232123684.0,1005469.0,38521.0,43225.0
100,2250002.0,16184489.0,198604.0,1959348.0,2.0,1244.0,83761.0,254.0,2059.0,110001.0,48122.0,,166213304.0,250009.0,549999.0,103032.0,1252.0,4952.0,3504000.0,8.0,108000.0,311853.0,2036.0,483401.0,,585.0,320088.0,,243532.0,31875.0,6745662.0,,117.0,650000.0,228938.0,15099.0,537784.0,212486.0,54040.0,,,137521.0,196504.0,,214468.0,51165356.0,1278746.0,,39573.0,,133098.0,151332.0,365299.0,2807.0,,157749.0,714975.0,356996.0,220000.0,8438.0,59.0,8796.0,210266.0,4299998.0,27136.0,21211.0,31072.0,30529.0,5128.0,576378.0,33674812.0,123.0,,11644.0,15000.0,5694368.0,454.0,,22631.0,514.0,125859.0,3250004.0,264498.0,,1999999.0,,5354.0,14212.0,,163155.0,139072.0,12401.0,6710.0,685.0,48003.0,251673.0,300000.0,8681.0,78745776.0,2175005.0,4166656.0,1049999.0,234393.0,,633578.0,7082949.0,17.0,499999.0,189772.0,542928.0,125829.0,,54423.0,141900.0,107962.0,41938.0,675700.0,9622.0,146748.0,450000.0,5287.0,48893.0,46600.0,,781.0,32420.0,10534.0,,255174.0,1342.0,,5.0,60789.0,,,7911568.0,,56143.0,,312548.0,,,1069168.0,70154.0,1099997.0,48095.0,,1043219.0,204059.0,,3977.0,,96155.0,193677.0,667419.0,,9219088.0,128367.0,121766.0,,110000.0,895717.0,157749.0,3102494.0,,,45032.0,629063.0,20517.0,1590537.0,99977.0,550000.0,458805.0,15.0,4657.0,,799999.0,1361435.0,13938.0,,,,380.0,,,,12.0,,180.0,1164874.0,15847.0,655393.0,,1447.0,2.0,,278045.0,138598.0,4.0,214652.0,102834.0,10716699.0,138078.0,,4800023.0,350000.0,2066763.0,4314.0,,220000.0,297906.0,2107388.0,99087.0,123392.0,178290.0,555487.0,4511.0,63232.0,,982.0,,899999.0,6499996.0,98713.0,,,125829.0,494494.0,24451.0,846785.0,702962.0,,5435.0,512077.0,24.0,,209501.0,430227.0,,1.0,236904109.0,1170299.0,44025.0,49401.0
200,2500001.0,17752974.0,198803.0,1920009.0,4.0,1269.0,111681.0,278.0,2246.0,119999.0,51560.0,,165642893.0,250013.0,599999.0,110391.0,1366.0,5502.0,3744000.0,8.0,120000.0,324083.0,2221.0,552458.0,,877.0,341147.0,,247338.0,34236.0,7227475.0,,175.0,800000.0,259463.0,21963.0,578836.0,242841.0,58970.0,,,144760.0,224577.0,,230022.0,42951408.0,1362874.0,,45226.0,,145198.0,172951.0,371007.0,3509.0,,163188.0,715690.0,465790.0,240000.0,8610.0,74.0,10995.0,221217.0,4600001.0,29603.0,23568.0,33462.0,32136.0,5145.0,704750.0,35080674.0,125.0,,12937.0,19999.0,6430050.0,495.0,,25864.0,588.0,134850.0,3500005.0,302284.0,,1999999.0,,5840.0,15504.0,,177987.0,158939.0,14172.0,8388.0,1027.0,60003.0,211270.0,300000.0,8858.0,82495632.0,2350008.0,4333319.0,1100000.0,239177.0,,894629.0,6706842.0,34.0,699998.0,272282.0,581704.0,157286.0,,56300.0,152036.0,116141.0,44146.0,769547.0,10996.0,154471.0,499999.0,5395.0,51467.0,47551.0,,1562.0,39624.0,15802.0,,291627.0,1677.0,,10.0,69473.0,,,8345758.0,,60153.0,,326665.0,,,1142400.0,78923.0,1199999.0,51658.0,,1087992.0,194342.0,,4419.0,,104897.0,221345.0,889890.0,,9752443.0,164224.0,123669.0,,120000.0,927486.0,163188.0,3314999.0,,,50036.0,659018.0,25316.0,1686815.0,99977.0,599999.0,458805.0,23.0,4818.0,,799999.0,1513333.0,20273.0,,,,414.0,,,,19.0,,225.0,1357101.0,19808.0,656049.0,,1608.0,3.0,,278324.0,143731.0,7.0,230207.0,114259.0,11455022.0,189793.0,,4999996.0,400000.0,2135654.0,4707.0,,240000.0,298204.0,2860026.0,99087.0,132205.0,212023.0,605985.0,5638.0,72265.0,,1033.0,,1000001.0,6999992.0,105764.0,,,157286.0,529813.0,25294.0,895453.0,736442.0,,6040.0,548653.0,36.0,,220527.0,463068.0,,1.0,240611492.0,1362154.0,50314.0,56458.0
300,2500001.0,18711169.0,199001.0,1881450.0,6.0,1295.0,148908.0,303.0,2451.0,130000.0,55243.0,,151612189.0,250020.0,549999.0,118277.0,1490.0,6113.0,4032001.0,9.0,132000.0,336792.0,2423.0,631381.0,,1316.0,363591.0,,251202.0,36772.0,7743694.0,,263.0,725000.0,294058.0,31946.0,623021.0,277533.0,64357.0,,,152379.0,256659.0,,246701.0,21788682.0,1452533.0,,51687.0,,158398.0,197659.0,376804.0,4387.0,,168816.0,716407.0,608513.0,260000.0,8786.0,93.0,13743.0,232739.0,4299998.0,32294.0,26186.0,36036.0,33827.0,5163.0,861711.0,33701163.0,128.0,,14375.0,24999.0,5697016.0,541.0,,29559.0,672.0,144482.0,3500000.0,345468.0,,1750000.0,,6371.0,16913.0,,194168.0,181645.0,16197.0,10485.0,1541.0,75004.0,107174.0,300000.0,9039.0,86245720.0,2525003.0,4500018.0,1100000.0,244058.0,,1284966.0,6330710.0,69.0,1099998.0,390665.0,623257.0,196608.0,,58241.0,162896.0,124939.0,46469.0,876428.0,12567.0,162602.0,450000.0,5505.0,54175.0,48521.0,,3124.0,48430.0,23703.0,,333288.0,2097.0,,21.0,79398.0,,,8803862.0,,64450.0,,342374.0,,,1220648.0,88788.0,1300000.0,55484.0,,1134688.0,185087.0,,4910.0,,114433.0,252966.0,1186523.0,,10319930.0,210097.0,125601.0,,130000.0,960891.0,168816.0,3569998.0,,,55596.0,690399.0,31248.0,1788921.0,99977.0,700000.0,458805.0,35.0,4984.0,,699999.0,1665914.0,29489.0,,,,452.0,,,1.0,28.0,,282.0,1581045.0,24760.0,656706.0,,1787.0,4.0,,278602.0,149055.0,11.0,246889.0,126955.0,12244436.0,260877.0,,4750008.0,449999.0,2206846.0,5135.0,,260000.0,298503.0,3881458.0,99087.0,141649.0,252145.0,656484.0,7048.0,82589.0,,1088.0,,949999.0,6499996.0,113319.0,,,196608.0,567658.0,26166.0,946915.0,771516.0,,6714.0,587843.0,54.0,,232134.0,498417.0,,2.0,227549778.0,1585456.0,57502.0,64524.0
400,2500001.0,19971099.0,199201.0,1843681.0,9.0,1321.0,198544.0,330.0,2675.0,140002.0,59189.0,,164228215.0,250030.0,500000.0,126725.0,1626.0,6793.0,4320002.0,10.0,143999.0,349999.0,2644.0,721579.0,,1975.0,387511.0,,255127.0,39496.0,8296914.0,,395.0,650000.0,333265.0,46468.0,670581.0,317181.0,70246.0,,,160398.0,293325.0,,264556.0,29856566.0,1548108.0,,59071.0,,172797.0,225896.0,382691.0,5484.0,,174637.0,717125.0,795923.0,279999.0,8965.0,117.0,17179.0,244861.0,4000002.0,35230.0,29096.0,38808.0,35607.0,5180.0,1053624.0,32331116.0,130.0,,15972.0,30000.0,4964012.0,590.0,,33782.0,768.0,154802.0,3499996.0,394820.0,,1499999.0,,6951.0,18451.0,,211820.0,207594.0,18511.0,13107.0,2312.0,93756.0,207269.0,300000.0,9223.0,89995064.0,2700002.0,4666648.0,1100000.0,249039.0,,991608.0,5954598.0,139.0,1499999.0,299813.0,667772.0,245760.0,,60249.0,174532.0,134404.0,48915.0,781165.0,14363.0,171159.0,400000.0,5617.0,57027.0,49511.0,,6249.0,59192.0,35555.0,,380900.0,2621.0,,43.0,90741.0,,,9287023.0,,69053.0,,360014.0,,,1304252.0,99887.0,1400001.0,59594.0,,1183387.0,176273.0,,5455.0,,124836.0,289104.0,1582030.0,,10924245.0,268783.0,127563.0,,140000.0,996028.0,174637.0,3824996.0,,,61773.0,723277.0,38585.0,1897214.0,99977.0,800000.0,458805.0,53.0,5156.0,,600000.0,1819872.0,42893.0,,,1.0,493.0,,,2.0,43.0,,352.0,1841942.0,30951.0,657363.0,,1985.0,6.0,,278881.0,154575.0,16.0,264779.0,141061.0,13088863.0,358583.0,,4499993.0,499999.0,2280397.0,5601.0,,280000.0,298801.0,3072820.0,99087.0,151766.0,299867.0,706984.0,8810.0,94387.0,,1145.0,,899999.0,6000014.0,121413.0,,,245760.0,608207.0,27068.0,1001336.0,808254.0,,7463.0,629832.0,81.0,,244351.0,536464.0,,3.0,241539566.0,1845367.0,65716.0,73741.0
500,2500001.0,21483418.0,199400.0,1806646.0,13.0,1348.0,264726.0,361.0,2920.0,150004.0,63416.0,,176622994.0,250046.0,449999.0,135777.0,1774.0,7547.0,4607996.0,11.0,143999.0,349999.0,2884.0,824661.0,,2962.0,413006.0,,259114.0,42421.0,8889471.0,,592.0,574999.0,377701.0,67589.0,721769.0,362492.0,76689.0,,,168840.0,335228.0,,283766.0,37067008.0,1649953.0,,67510.0,,188506.0,258166.0,388670.0,6855.0,,180659.0,717842.0,1042249.0,300000.0,9148.0,146.0,21474.0,257614.0,3500001.0,38433.0,32329.0,41794.0,37482.0,5197.0,1288282.0,28536839.0,133.0,,17747.0,34999.0,4720607.0,643.0,,38608.0,878.0,165859.0,3250002.0,451224.0,,1150000.0,,7582.0,20128.0,,231076.0,237251.0,21155.0,16384.0,3468.0,117195.0,202449.0,250000.0,9411.0,93745368.0,2875004.0,4833330.0,1049999.0,254121.0,,770994.0,3984038.0,279.0,2249992.0,230089.0,715473.0,307200.0,,62327.0,186998.0,144587.0,51489.0,696255.0,16415.0,180168.0,420000.0,5732.0,60028.0,50522.0,,12500.0,72346.0,53333.0,,435314.0,3276.0,,87.0,103703.0,,,9796759.0,,73986.0,,380004.0,,,1393584.0,112373.0,1499998.0,64008.0,,1234176.0,167879.0,1.0,6061.0,,136184.0,330405.0,2109375.0,,11568825.0,343862.0,129557.0,,150000.0,1032998.0,180659.0,4080007.0,,,68637.0,757716.0,47660.0,2012046.0,99977.0,700000.0,412924.0,79.0,5334.0,,550001.0,1825377.0,62390.0,,,2.0,538.0,,,4.0,64.0,,440.0,2145888.0,38689.0,658022.0,,2206.0,10.0,,279161.0,160300.0,25.0,283967.0,156735.0,13992165.0,492884.0,,4000013.0,550000.0,2356420.0,6111.0,,300000.0,299100.0,2432653.0,99087.0,162607.0,356629.0,757483.0,11013.0,107871.0,,1205.0,,849999.0,5500012.0,130085.0,,,307200.0,651649.0,28002.0,751001.0,846752.0,1.0,8295.0,674820.0,121.0,,257212.0,577416.0,,5.0,253237239.0,2147892.0,75104.0,84276.0
600,2500001.0,23483725.0,199600.0,1770375.0,20.0,1376.0,352968.0,393.0,3187.0,160001.0,67946.0,,195103852.0,250069.0,399999.0,145475.0,1935.0,8386.0,4896000.0,12.0,143999.0,209999.0,3146.0,942470.0,,4444.0,440176.0,,263162.0,45564.0,9524482.0,,888.0,500000.0,428062.0,98312.0,776867.0,414276.0,83747.0,,,177727.0,383119.0,,304303.0,49946028.0,1758505.0,,77154.0,,205643.0,295048.0,394744.0,8569.0,,186889.0,718561.0,1366310.0,320000.0,9335.0,182.0,26843.0,271032.0,3000000.0,41927.0,35921.0,45009.0,39454.0,5215.0,1575212.0,24602626.0,136.0,,19719.0,39999.0,4477246.0,702.0,,44123.0,1003.0,177706.0,3000002.0,515684.0,,800000.0,,8272.0,21958.0,,252083.0,271144.0,24178.0,20479.0,5202.0,146493.0,197740.0,200000.0,9603.0,97494752.0,3050004.0,4999980.0,999999.0,259308.0,,604954.0,2002851.0,559.0,2999998.0,176580.0,766576.0,383999.0,,64476.0,200355.0,155540.0,54199.0,620575.0,18760.0,189651.0,440000.0,5849.0,63188.0,51553.0,,24999.0,88423.0,80000.0,,497503.0,4096.0,,175.0,118518.0,,,10334467.0,,79271.0,,402865.0,,1.0,1489034.0,126420.0,1600000.0,68749.0,,1287143.0,159885.0,3.0,6735.0,,148565.0,377606.0,2812498.0,,12257434.0,439913.0,131581.0,,160000.0,1071929.0,186889.0,4335006.0,,,76263.0,793801.0,58889.0,2133846.0,99977.0,599999.0,367043.0,119.0,5518.0,,500000.0,1836411.0,90750.0,,,4.0,587.0,,,9.0,97.0,,550.0,2500007.0,48361.0,658679.0,,2451.0,15.0,,279440.0,166237.0,37.0,304544.0,174150.0,14959052.0,677486.0,,3500003.0,600000.0,2434967.0,6666.0,,320000.0,299400.0,1925849.0,99087.0,174222.0,424145.0,807980.0,13766.0,123281.0,,1269.0,,800000.0,4999996.0,139378.0,,,384000.0,698196.0,28967.0,500668.0,887088.0,2.0,9221.0,723023.0,182.0,,270750.0,621493.0,,8.0,271478618.0,2500002.0,85834.0,96315.0
700,2425001.0,27061425.0,199799.0,1734824.0,31.0,1404.0,470623.0,429.0,3478.0,169999.0,72799.0,,194121893.0,250104.0,449999.0,155866.0,2111.0,9318.0,5424004.0,13.0,155999.0,280000.0,3432.0,1077109.0,,6666.0,469135.0,,267274.0,48939.0,10204762.0,,1333.0,500000.0,485137.0,143000.0,836170.0,473459.0,91489.0,,,187081.0,437849.0,,326325.0,41452624.0,1874181.0,,88176.0,,224338.0,337197.0,400912.0,10711.0,,193333.0,719280.0,1792980.0,340000.0,9525.0,228.0,33554.0,285148.0,3400002.0,45738.0,39912.0,48471.0,41531.0,5232.0,1926036.0,26900182.0,139.0,,21910.0,45000.0,4723481.0,766.0,,50427.0,1147.0,190400.0,3125004.0,589353.0,,849999.0,,9024.0,23954.0,,275000.0,309879.0,27632.0,25600.0,7803.0,183117.0,193142.0,250000.0,9799.0,101244900.0,3224999.0,4549990.0,1750000.0,264600.0,,479856.0,3002912.0,1118.0,4499983.0,135515.0,821332.0,480000.0,,66700.0,214666.0,167323.0,57052.0,553122.0,21440.0,199632.0,459999.0,5968.0,66513.0,52605.0,,49999.0,108073.0,119999.0,,568575.0,5120.0,,350.0,135450.0,,,10901665.0,,84933.0,,429259.0,,3.0,1591027.0,142222.0,1699999.0,73842.0,,1342388.0,152271.0,7.0,7483.0,,162071.0,431550.0,3749995.0,,12994579.0,562794.0,133637.0,,169999.0,1112939.0,193333.0,4802498.0,,,84737.0,831601.0,72789.0,2263017.0,99977.0,800000.0,367043.0,179.0,5708.0,,550001.0,2009688.0,132000.0,,,8.0,640.0,,1.0,18.0,145.0,,688.0,2450000.0,60451.0,659340.0,,2724.0,23.0,,279720.0,172394.0,56.0,326612.0,193499.0,15994246.0,931225.0,,3624999.0,649999.0,2516122.0,7272.0,,340000.0,299700.0,1524633.0,99087.0,186666.0,504461.0,858478.0,17208.0,140893.0,,1336.0,,800000.0,5500012.0,149333.0,,,479999.0,748066.0,29966.0,500668.0,929358.0,5.0,10252.0,774666.0,273.0,,285000.0,668936.0,,12.0,278185264.0,2549997.0,98096.0,110074.0
800,2350008.0,31602848.0,200000.0,1699986.0,46.0,1433.0,627498.0,468.0,3797.0,179998.0,78000.0,1.0,192546583.0,250155.0,500000.0,167000.0,2303.0,10353.0,5951993.0,15.0,168000.0,299999.0,3744.0,1230982.0,,9999.0,500000.0,,271450.0,52564.0,10933721.0,,2000.0,500000.0,549821.0,208000.0,900000.0,541096.0,100000.0,,,196927.0,500400.0,,350008.0,32554894.0,1997487.0,,100772.0,,244733.0,385368.0,407176.0,13389.0,,200000.0,719999.0,2355190.0,360000.0,9719.0,285.0,41943.0,299999.0,3799998.0,49896.0,44347.0,52200.0,43717.0,5249.0,2355000.0,29518976.0,142.0,,24344.0,49999.0,4969752.0,835.0,,57630.0,1311.0,204000.0,3250005.0,673546.0,,899999.0,,9844.0,26132.0,,300000.0,354147.0,31579.0,31999.0,11705.0,228896.0,188650.0,300000.0,10000.0,104994700.0,3400006.0,4100008.0,2500001.0,270000.0,,385476.0,4002981.0,2237.0,5499992.0,104000.0,880001.0,600000.0,,68999.0,230000.0,180000.0,60055.0,493000.0,24502.0,210139.0,480000.0,6090.0,70014.0,53679.0,,99999.0,132089.0,179999.0,,649799.0,6400.0,,701.0,154800.0,,,11500026.0,,91000.0,,459999.0,,7.0,1700006.0,160000.0,1800000.0,79312.0,,1400001.0,258084.0,15.0,8315.0,,176804.0,493200.0,5000000.0,,13785801.0,720000.0,135725.0,,180000.0,1156179.0,199999.0,5270002.0,,,94152.0,871201.0,90000.0,2400000.0,99977.0,999999.0,367043.0,269.0,5905.0,,600000.0,2204991.0,191999.0,,,16.0,699.0,,3.0,36.0,218.0,,860.0,2400000.0,75564.0,660000.0,,3026.0,34.0,,279999.0,178779.0,84.0,350280.0,214999.0,17103378.0,1280001.0,,3749991.0,700000.0,2599998.0,7934.0,,360000.0,300000.0,1207000.0,99087.0,200000.0,599999.0,908979.0,21510.0,161021.0,,1406.0,,949999.0,6000014.0,160000.0,,,599999.0,801500.0,30999.0,730975.0,973675.0,10.0,11398.0,829999.0,410.0,,299999.0,719999.0,,18.0,285713765.0,2599999.0,112110.0,125800.0
900,2299999.0,35593687.0,200000.0,1849979.0,70.0,1462.0,815748.0,511.0,4145.0,189997.0,82500.0,3.0,207429572.0,250234.0,599999.0,176500.0,2513.0,11504.0,6672000.0,16.0,179999.0,349999.0,4085.0,1406836.0,,9999.0,549999.0,,275692.0,56458.0,11133808.0,,2000.0,650000.0,623131.0,260000.0,949999.0,618397.0,100000.0,,,207292.0,528200.0,,374975.0,39416212.0,2197241.0,5000.0,115168.0,,266981.0,440421.0,413538.0,16736.0,,175000.0,809999.0,2649604.0,377588.0,10260.0,357.0,52428.0,350000.0,4400002.0,54432.0,49890.0,55099.0,46018.0,5774.0,2355000.0,32843932.0,144.0,,27049.0,61999.0,5705630.0,911.0,,65863.0,1498.0,215500.0,3375004.0,769767.0,,949999.0,,10739.0,28507.0,,450000.0,404740.0,36090.0,39999.0,17558.0,286120.0,184263.0,400000.0,25000.0,108743970.0,3575001.0,4300007.0,2249999.0,285000.0,,360147.0,4503054.0,4475.0,6399977.0,95500.0,900003.0,700000.0,,68999.0,240000.0,211428.0,63216.0,464000.0,28003.0,221199.0,490000.0,6215.0,73699.0,54774.0,,149999.0,155295.0,189999.0,,685900.0,8000.0,,1403.0,163399.0,,,13250031.0,,97500.0,,479998.0,,15.0,1849997.0,229999.0,1899998.0,85187.0,,1449999.0,335465.0,30.0,9239.0,,192878.0,520600.0,5999984.0,,15945367.0,810000.0,137846.0,,190000.0,1201829.0,199999.0,5907496.0,,,104614.0,912686.0,95000.0,2700003.0,99977.0,1125000.0,458805.0,403.0,6109.0,,699999.0,2362516.0,240000.0,,,33.0,762.0,,6.0,72.0,328.0,,1076.0,2199998.0,94455.0,714999.0,,3362.0,52.0,,315000.0,185401.0,127.0,369740.0,236499.0,17953259.0,1440000.0,,3875002.0,750000.0,2800020.0,8655.0,,379999.0,300000.0,2200000.0,99087.0,210000.0,700002.0,959479.0,26887.0,184024.0,,1480.0,1.0,975000.0,6624994.0,164999.0,,,699999.0,858752.0,30999.0,1216620.0,1095492.0,21.0,12672.0,865000.0,616.0,,299999.0,759999.0,,28.0,310967646.0,2424996.0,131804.0,147899.0
1000,2250002.0,39673660.0,200000.0,1999986.0,105.0,1492.0,1003998.0,557.0,4525.0,200002.0,86999.0,7.0,209199083.0,250351.0,700000.0,185999.0,2741.0,12782.0,7391997.0,17.0,191999.0,399999.0,4456.0,1607812.0,,9999.0,599999.0,,280000.0,60640.0,11336610.0,,2000.0,800000.0,706215.0,312000.0,1000001.0,706738.0,100000.0,,,218202.0,556000.0,,400009.0,36589916.0,2396987.0,10000.0,131621.0,,291252.0,503339.0,419999.0,20920.0,,150000.0,899999.0,2943998.0,399999.0,10800.0,446.0,65535.0,400000.0,5000004.0,59381.0,55434.0,57999.0,48440.0,6300.0,2355000.0,36341231.0,147.0,,30055.0,74000.0,6441544.0,994.0,,75272.0,1712.0,227000.0,3500006.0,879734.0,,999999.0,1050.0,11716.0,31099.0,,600000.0,462560.0,41246.0,50000.0,26337.0,357651.0,179978.0,499999.0,50000.0,112493630.0,3750002.0,4500018.0,1999999.0,300000.0,,334867.0,5203117.0,8951.0,5999997.0,87000.0,920000.0,799998.0,,68999.0,250000.0,242857.0,66543.0,435000.0,32003.0,232841.0,499999.0,6341.0,77578.0,55892.0,,199999.0,178500.0,200000.0,,721999.0,9999.0,,2807.0,171999.0,,,15000009.0,,104000.0,,500001.0,,31.0,2000001.0,300000.0,2000000.0,91497.0,,1500000.0,369012.0,60.0,10265.0,,210412.0,548000.0,7000000.0,,18135312.0,899999.0,140000.0,,200000.0,1250087.0,199999.0,6544995.0,,,116237.0,956147.0,99999.0,2999997.0,99977.0,1250000.0,550565.0,605.0,6319.0,,799999.0,2520011.0,288000.0,,,67.0,832.0,,12.0,144.0,492.0,,1345.0,1999998.0,118069.0,770000.0,,3736.0,78.0,,350000.0,192267.0,190.0,389199.0,258000.0,18808129.0,1600000.0,,4000013.0,800000.0,3000009.0,9442.0,,400000.0,300000.0,1065000.0,99087.0,220000.0,800002.0,1009975.0,33609.0,210313.0,,1558.0,3.0,1000001.0,7250000.0,170000.0,,,800000.0,916000.0,30999.0,1702272.0,1217409.0,43.0,14091.0,900000.0,924.0,,299999.0,799999.0,,42.0,323407502.0,2250006.0,151499.0,169999.0
